idtrip,date,cityid,passengertype,distance_km,fareamount,passengerrating,driverrating,pickuptime
1409,2024-02-04,11,new,25.2,24,4.6,5,0:18:34
1410,2024-02-28,12,new,15.8,5.61,3.5,4.7,12:46:58
1411,2024-02-12,11,new,23.6,58.63,4.2,4.5,15:39:30
1412,2024-01-21,8,new,31.4,59.11,3.9,4.7,17:29:44
1413,2024-01-17,17,new,8.5,23.9,5,4,22:25:12
1414,2024-02-27,13,old,18.5,72.52,3.1,4,14:22:30
1415,2024-01-28,18,old,4.9,5.27,3.1,4.2,16:01:32
1416,2024-01-08,13,old,31.5,42.86,3.5,4.6,22:27:51
1417,2024-01-13,3,old,9.6,69.1,3.5,3.6,2:06:41
1418,2024-02-19,18,old,15.8,80.24,5,4.4,13:39:25
1419,2024-02-25,20,new,31.3,22.83,3.7,4.1,22:37:02
1420,2024-01-19,13,new,8.3,84.61,4,4.5,11:12:35
1421,2024-01-13,2,old,28.5,10.37,3.4,4.3,0:28:35
1422,2024-02-08,5,old,19.2,33.18,4.5,4.9,3:41:01
1423,2024-01-26,18,new,7.8,13.97,4.3,3.9,9:34:57
1424,2024-01-01,3,old,32.1,74.9,3.3,4.2,8:38:01
1425,2024-02-15,4,old,18.4,29.65,4.6,4.8,8:51:33
1426,2024-01-23,20,new,7.9,71.57,3.7,4.9,17:06:49
1427,2024-02-12,4,old,20.5,28.05,4.7,4.9,4:46:45
1428,2024-02-01,15,new,2.8,36.05,4,4.9,23:07:47
1429,2024-02-19,17,old,31.1,47.44,3.4,4.8,12:47:21
1430,2024-01-25,19,old,32.5,25.01,3.4,3.8,22:00:13
1431,2024-01-02,5,new,31.3,69.97,4.7,4.5,18:14:06
1432,2024-02-06,14,new,13.9,70.36,4.8,4.5,16:17:45
1433,2024-02-28,20,new,2.3,37.85,4.5,4.6,12:06:31
1434,2024-02-02,7,new,28.4,34.33,3.6,4.7,15:36:35
1435,2024-01-20,19,new,6.2,30.03,4.6,4.2,23:08:49
1436,2024-02-07,9,new,25.9,35.74,4.4,3.8,15:21:09
1437,2024-02-24,20,new,10.6,69.12,4.8,4.1,6:17:25
1438,2024-01-25,8,new,34,43.51,5,4,6:25:36
1439,2024-02-25,20,new,30.4,69.56,3.7,3.6,17:43:37
1440,2024-01-10,8,new,33.6,31.94,3.8,4.6,8:56:58
1441,2024-01-16,2,new,5.4,27.55,3.1,4,1:05:18
1442,2024-01-09,11,old,28.9,46.77,3.2,4.3,21:41:23
1443,2024-01-12,17,old,6.3,40.26,4,4.7,4:08:39
1444,2024-01-16,14,old,11,52.88,4.2,4.4,20:37:01
1445,2024-02-23,20,new,19.1,29.09,4.6,3.7,18:41:12
1446,2024-01-12,5,old,22.2,17.61,3.5,3.7,19:22:55
1447,2024-02-10,11,old,2.1,9.87,3.2,4.1,16:16:54
1448,2024-02-08,10,new,20.5,21.13,4.1,3.9,16:33:26
1449,2024-01-06,9,new,4.9,24.89,4.8,4.8,22:11:55
1450,2024-01-04,16,old,26.3,71.03,4.9,4.4,3:14:27
1451,2024-01-05,5,old,12.7,31.69,3.3,4.2,5:30:56
1452,2024-01-17,9,new,7.1,18.83,3.8,3.5,21:52:35
1453,2024-01-10,9,old,30.1,20.8,4,5,5:24:35
1454,2024-01-11,6,old,27,77.58,4.1,3.9,17:19:22
1455,2024-02-24,4,old,9.6,83.72,3.1,4,23:32:26
1456,2024-02-17,16,new,34.2,26.75,3.7,3.9,10:37:31
1457,2024-02-02,3,old,27.3,51.92,4.4,4.6,8:05:54
1458,2024-01-30,2,new,27.1,5.67,4.6,4.8,18:08:14
1459,2024-02-23,15,old,28.9,48.97,4.3,4.2,13:53:51
1460,2024-01-22,13,new,1.5,88.38,4.3,3.9,16:21:44
1461,2024-01-06,4,new,5.7,53.94,4.4,3.6,15:54:57
1462,2024-01-08,12,old,17.5,66.1,3.3,4.1,0:13:25
1463,2024-02-06,15,new,6.2,33.22,3.9,3.7,11:05:45
1464,2024-02-02,14,old,31.1,85.22,4.1,3.6,3:53:01
1465,2024-01-12,15,new,4.6,62.29,3.2,4.3,16:59:41
1466,2024-01-23,4,new,21.1,69.77,4.6,4,17:51:40
1467,2024-01-30,15,old,23.1,11.53,3.5,4.7,12:17:10
1468,2024-01-31,15,old,18.8,79.82,3.9,4.8,1:44:49
1469,2024-02-07,18,old,14.7,12.29,4,3.8,16:29:06
1470,2024-02-24,3,old,27.3,58.76,4.6,4.4,1:17:34
1471,2024-02-29,1,old,17.8,61.31,4,4.4,2:06:25
1472,2024-02-03,11,new,23.8,82.4,3.8,4.5,15:27:58
1473,2024-01-16,9,new,19.7,65.77,3.3,4.5,1:51:52
1474,2024-01-24,8,new,3.5,79.05,4.8,3.7,9:40:31
1475,2024-02-21,9,new,6.7,73.26,3.9,4.9,1:47:04
1476,2024-01-01,19,old,19.1,27.72,4.3,3.7,15:04:48
1477,2024-02-23,4,new,19.8,38.69,4.6,4.4,3:25:22
1478,2024-02-25,19,old,10,62.88,3.3,3.8,2:39:30
1479,2024-02-11,9,old,5.1,28.81,3.6,3.7,20:35:41
1480,2024-02-29,10,old,15.9,54.75,4.1,4.5,13:15:07
1481,2024-01-08,20,old,4.8,84.38,3.7,3.5,2:09:28
1482,2024-02-27,13,new,13.1,88.62,3.3,4.3,6:52:02
1483,2024-01-16,10,new,21.3,74.81,4.4,4.4,22:49:21
1484,2024-02-04,3,new,31.2,41.9,3.6,5,16:42:53
1485,2024-01-09,10,old,8.3,31.2,4.5,3.8,1:08:50
1486,2024-01-04,14,new,7,14.97,4.6,4.9,8:32:53
1487,2024-01-27,3,new,34.6,72.84,3.1,4,17:05:16
1488,2024-01-19,1,old,7,56.95,4.3,4.7,19:20:18
1489,2024-02-01,8,new,28.5,88.27,4.3,3.7,3:47:12
1490,2024-02-17,1,old,7.2,66.39,4,4,8:58:10
1491,2024-01-06,8,old,26.9,49.34,4.7,3.8,8:49:42
1492,2024-01-23,14,old,27.2,47.48,5,4,19:28:39
1493,2024-02-05,1,old,12.6,71.3,4.9,4.4,19:16:34
1494,2024-01-19,5,old,20.2,49.18,3.5,5,11:21:25
1495,2024-01-22,8,old,24.8,46.26,4.1,4.5,15:30:26
1496,2024-01-29,2,old,1.7,56.71,4.7,4.1,2:07:48
1497,2024-01-01,17,old,29.9,6.17,4.6,4.2,5:57:10
1498,2024-02-11,20,new,5.3,14.98,3.1,4,14:02:35
1499,2024-01-19,15,new,18,40.5,4.4,4.8,12:02:32
1500,2024-01-12,6,new,6,75.3,3.7,4.6,21:02:12
1501,2024-01-28,19,old,10.2,63.76,4.3,3.9,12:23:07
1502,2024-02-01,18,new,34.2,68.56,4.1,3.6,6:50:21
1503,2024-02-07,15,new,7.7,7.24,3.1,3.9,18:33:02
1504,2024-02-17,1,new,12.7,83.16,4.1,3.9,7:43:10
1505,2024-01-10,4,new,17.3,86.55,4.3,4.5,17:29:10
1506,2024-02-06,19,new,2.7,6.95,4.4,3.7,10:26:18
1507,2024-01-02,11,new,18.3,84.32,4,4,2:58:07
1508,2024-01-24,11,old,16.7,38.7,4.8,3.5,5:58:25
1509,2024-01-18,5,new,22.1,84.52,3.8,4.4,8:17:12
1510,2024-01-01,2,new,23.6,7.49,4,4.5,7:25:11
1511,2024-02-06,19,new,11.5,81.86,3.5,3.8,15:24:19
1512,2024-02-10,9,new,3.1,35.95,3.2,4,22:22:06
1513,2024-02-12,4,old,7.8,69.07,3.4,3.6,16:13:54
1514,2024-02-20,6,new,1.4,15.2,4.1,4.5,9:53:56
1515,2024-02-17,11,old,11.4,65.05,3.5,3.9,11:18:52
1516,2024-02-08,4,old,16.8,62.04,4.9,3.5,22:05:59
1517,2024-01-06,6,old,17.5,15.12,3.3,4.3,1:31:35
1518,2024-01-21,15,new,18.8,57.77,3.1,3.7,22:46:10
1519,2024-02-19,16,new,6.8,15.24,3.1,4.4,11:15:29
1520,2024-02-08,10,new,3.1,75.91,3.8,4.2,17:19:07
1521,2024-02-04,13,new,31.5,18.42,3.8,4.1,16:18:12
1522,2024-01-31,6,old,32.9,81.48,3.5,3.5,8:26:08
1523,2024-01-03,3,new,29.9,11.28,4.4,3.6,17:15:33
1524,2024-01-20,12,old,13.9,17.05,4,5,5:35:20
1525,2024-01-26,1,old,16.8,83.06,3.9,4.5,16:26:26
1526,2024-01-27,5,new,9.9,36.17,4.2,3.8,16:58:29
1527,2024-01-16,19,new,23.2,14.8,4.5,4.8,11:38:32
1528,2024-02-11,13,new,6.1,75.44,3,4.5,8:37:40
1529,2024-01-16,5,old,10.8,54.44,4.3,4,0:34:18
1530,2024-01-31,18,new,4.9,46.26,3.7,3.7,21:49:17
1531,2024-02-28,9,old,7.2,77.07,4.5,4.8,6:56:41
1532,2024-01-09,8,new,33.7,57.95,4.5,3.8,11:23:57
1533,2024-01-13,17,old,20.8,15.88,4.9,4.2,13:30:21
1534,2024-02-28,20,old,3.8,79.17,3.7,4.3,20:38:27
1535,2024-02-19,15,old,25.2,48.32,3.8,4.2,8:21:21
1536,2024-01-28,9,old,27,58.6,4.8,3.7,19:23:09
1537,2024-02-03,4,new,10,58.61,4.4,3.7,5:32:30
1538,2024-02-09,7,old,28.7,18.22,3.7,4.8,15:25:18
1539,2024-01-08,18,new,3.7,33.86,4.3,4.2,16:43:44
1540,2024-02-24,15,old,2.1,65.34,3.3,4.6,4:38:38
1541,2024-01-09,14,new,3.6,52.55,4.6,3.6,14:05:12
1542,2024-02-18,20,old,15.7,79.08,3.1,3.5,1:31:17
1543,2024-02-22,10,old,2.9,84.88,5,4.6,9:50:43
1544,2024-02-29,19,old,20.7,41.31,4.9,4.8,13:37:41
1545,2024-02-03,7,old,25.4,61.82,4.7,4.7,4:45:07
1546,2024-01-06,8,new,14.8,18.13,4.9,4.7,12:29:55
1547,2024-01-03,15,old,3.5,9.55,3.7,4,19:43:31
1548,2024-02-26,13,old,9.5,68.85,3,3.6,19:35:52
1549,2024-01-06,1,old,4.4,50.27,4.7,4.7,6:04:28
1550,2024-01-05,16,old,30.2,39.57,3,4.9,10:29:30
1551,2024-02-29,19,new,3.8,87.39,4.1,4.6,7:29:24
1552,2024-02-18,9,old,13,26.19,3.9,4.2,19:03:27
1553,2024-02-19,3,old,8.8,30.66,4.4,4.1,10:50:40
1554,2024-01-16,6,new,12,58.91,4.8,3.8,13:11:17
1555,2024-01-11,5,old,16.6,65.24,3.2,3.6,23:44:27
1556,2024-02-18,5,new,20.2,46.32,4.3,3.7,7:37:34
1557,2024-02-22,2,new,1.5,65.04,3.6,4,23:55:53
1558,2024-01-22,11,old,8.2,73.12,3.1,4.1,13:40:22
1559,2024-01-05,11,old,29.3,33.91,4.1,4.2,11:58:28
1560,2024-02-22,6,new,17.5,63.25,4.7,3.5,11:02:49
1561,2024-01-09,20,new,1.8,20.93,4.2,4.6,12:18:35
1562,2024-02-04,17,old,34.2,10.23,3.5,4.8,20:48:52
1563,2024-01-05,8,old,24.2,32.36,4.3,4.4,6:49:03
1564,2024-02-01,12,old,30.9,16.71,4.7,4.4,13:18:00
1565,2024-02-23,3,new,28.3,72.42,4.9,4.2,0:22:12
1566,2024-02-28,10,new,6.2,54.66,3.2,3.6,7:40:46
1567,2024-01-28,6,old,13.1,24.2,3.7,3.9,20:38:50
1568,2024-01-03,11,old,4.8,32.66,4.9,3.9,2:29:50
1569,2024-01-05,13,new,11.9,55.63,4.2,4.5,2:55:06
1570,2024-01-17,2,new,29.4,49.75,3.9,4.1,12:18:18
1571,2024-01-22,15,new,10.4,73.08,4.5,3.8,18:41:42
1572,2024-01-28,20,new,6.3,58,3.7,4.2,3:12:20
1573,2024-01-23,15,new,3,75.82,3.7,3.6,18:51:25
1574,2024-01-04,12,old,2.5,24.98,4.4,3.6,22:17:35
1575,2024-01-18,8,new,1,19.83,3.8,3.8,1:25:46
1576,2024-02-05,17,new,18.5,17.72,3.1,4.7,8:42:53
1577,2024-02-28,8,old,11.5,63.53,4.1,4.1,4:41:53
1578,2024-01-05,2,new,24.7,41.21,4.4,4.7,11:09:12
1579,2024-01-02,11,new,29.9,50.14,3.6,5,1:28:41
1580,2024-02-22,4,new,3.5,70.36,3,4.7,4:12:15
1581,2024-02-04,6,old,9.5,51.1,4.4,4.7,13:13:14
1582,2024-02-03,9,old,10.8,8.93,3.9,4.5,20:04:31
1583,2024-02-27,17,new,34.8,7.98,4.3,4.4,14:44:43
1584,2024-01-12,12,new,5.2,28.86,3.9,3.9,18:52:08
1585,2024-01-11,16,old,24.8,21.35,3.6,4.3,17:00:18
1586,2024-01-21,9,old,14.7,36.61,4.9,3.9,22:30:03
1587,2024-02-12,9,old,6.9,54.55,3.8,4.2,23:57:32
1588,2024-02-10,3,old,13.8,12.16,4.1,3.6,1:49:12
1589,2024-02-05,11,old,17.1,16.07,3.8,3.7,20:28:42
1590,2024-02-22,19,old,20.1,14.53,4.6,3.6,6:23:10
1591,2024-02-25,5,old,5.8,16.21,4.2,4.1,2:50:26
1592,2024-02-06,11,old,27.7,7.46,3.2,4.3,4:05:30
1593,2024-01-30,2,new,15.1,22.94,3.4,4.8,18:56:17
1594,2024-02-13,17,old,5.6,7.74,4.7,3.6,3:52:19
1595,2024-02-29,3,old,2.3,70.82,3.3,3.9,5:19:12
1596,2024-01-11,8,old,11,12.14,3.3,4.5,20:47:04
1597,2024-02-20,2,new,6,62.21,3.6,4.9,15:55:11
1598,2024-01-12,6,new,33.4,49.75,3.5,3.5,13:25:51
1599,2024-02-04,8,old,18.8,67.13,4,5,5:27:00
1600,2024-02-12,19,new,4.5,21.2,3.8,3.8,22:32:02
1601,2024-01-24,8,new,3.9,58.92,4.8,3.7,6:31:35
1602,2024-01-17,16,old,15.1,74.89,4.1,4.8,23:34:45
1603,2024-01-30,11,new,8.5,39.72,3.3,3.8,21:58:46
1604,2024-01-30,10,new,29,59.46,4.9,4.3,13:07:02
1605,2024-01-10,12,new,14.7,63.37,4.2,4.7,5:09:59
1606,2024-02-10,6,old,28.2,59.78,3.7,4.8,19:55:50
1607,2024-01-01,19,old,29.9,60.4,3.3,4.4,16:27:04
1608,2024-02-13,17,new,19.2,73.17,4.6,4.5,10:44:18
1609,2024-01-24,1,old,5.8,25.75,3.8,4.4,10:14:29
1610,2024-02-17,1,new,3.4,52.82,3,3.6,6:37:53
1611,2024-01-24,7,old,8.8,77.29,4.3,5,6:25:26
1612,2024-01-23,6,new,6.7,41.48,3.8,3.6,8:13:11
1613,2024-02-07,13,old,33.8,44.65,3.2,3.8,4:14:29
1614,2024-02-12,2,old,32.1,88.7,3.2,3.8,10:30:17
1615,2024-02-23,6,new,5.8,57.15,3.1,4.7,10:00:40
1616,2024-02-10,18,new,11.4,61.97,4.9,4.9,12:19:43
1617,2024-02-04,3,new,17.5,37.58,4.4,4.7,11:06:44
1618,2024-02-25,18,new,11.5,16.1,5,4.9,15:59:36
1619,2024-02-16,5,new,19.2,39.62,4.5,3.7,1:43:04
1620,2024-02-23,2,old,6.9,25.68,3.4,5,18:00:57
1621,2024-01-08,19,old,21.2,22.65,4.2,3.9,9:50:18
1622,2024-02-06,9,old,6.7,26.51,3.9,4.9,4:12:55
1623,2024-02-28,14,new,32.5,60.29,5,3.8,17:01:37
1624,2024-01-13,1,old,12.1,34.79,3.8,3.7,21:14:23
1625,2024-01-26,16,new,18,82.8,4.8,3.9,7:26:01
1626,2024-01-22,15,old,25.1,89.93,4.7,4.5,0:49:09
1627,2024-02-16,12,old,2.4,73.3,3.6,5,4:53:54
1628,2024-01-09,1,new,20.6,53.9,3.7,4.8,11:43:08
1629,2024-01-06,14,new,30,44.26,3.8,4.8,13:28:58
1630,2024-02-03,5,new,16.2,72.17,4.6,4.8,8:44:46
1631,2024-01-11,1,new,3.4,89.13,4.4,4.7,9:51:44
1632,2024-02-27,20,new,4.9,42.14,4.4,4.6,7:16:34
1633,2024-01-21,2,old,26.1,76.85,4.1,3.8,21:53:27
1634,2024-01-11,14,new,13,73.37,3.9,3.5,11:40:33
1635,2024-01-17,17,old,31.5,9.89,4.7,4.1,15:37:50
1636,2024-01-28,8,new,15.1,75.48,4.8,3.5,6:25:24
1637,2024-01-01,10,new,17.4,52.12,4.7,4,14:04:53
1638,2024-02-12,4,old,27.4,67.89,4.4,4.3,11:34:49
1639,2024-02-18,13,old,5.9,16.22,3.5,4,20:11:34
1640,2024-02-24,12,old,23.5,54.44,3.6,3.9,18:53:46
1641,2024-02-15,20,old,20.1,56.12,4.6,3.9,15:55:49
1642,2024-01-25,1,old,2.5,40.54,5,4,3:17:31
1643,2024-01-02,19,old,4.7,34.41,3.4,4.6,9:23:58
1644,2024-02-01,18,new,21.2,21.56,3.8,4.5,18:38:35
1645,2024-02-05,5,old,27,17.99,4.8,3.7,12:57:44
1646,2024-01-04,2,new,10.8,35.41,3.1,4.9,18:47:02
1647,2024-01-01,19,new,13.8,89.09,3.8,4.6,3:01:57
1648,2024-02-05,17,new,2.2,48.23,3.2,4,23:10:00
1649,2024-02-20,3,new,2.7,69.42,4.1,4,18:19:25
1650,2024-02-24,1,new,32.1,23.85,3.2,4.7,11:51:54
1651,2024-01-30,7,old,5.6,27.6,4.2,4.5,15:08:37
1652,2024-01-11,12,new,34.2,67.76,3.9,3.8,0:09:44
1653,2024-02-11,14,new,13.6,47.02,4.5,4.6,4:02:57
1654,2024-01-05,15,old,27,38.22,4.4,4.7,1:12:31
1655,2024-02-25,16,old,22.1,51.8,4.8,4.8,5:53:31
1656,2024-01-31,5,old,14.7,82.14,4.3,4.6,18:43:15
1657,2024-01-08,11,new,28.3,35.82,5,3.7,22:51:33
1658,2024-02-26,3,old,21.6,21.13,4.7,4.8,4:10:28
1659,2024-01-24,20,old,9,65.89,3.9,4.8,1:18:33
1660,2024-01-20,20,old,1.6,82.19,4.5,3.9,18:15:32
1661,2024-02-20,1,new,16.9,15.38,3.7,4.1,2:39:31
1662,2024-02-20,14,new,16.3,22.72,4.6,4,4:45:54
1663,2024-01-18,4,new,15.8,87.52,4.6,4.1,13:49:43
1664,2024-02-29,11,old,13.5,9.38,4.1,4.2,2:11:23
1665,2024-01-13,16,old,29.7,17.99,3.1,4.5,3:49:50
1666,2024-02-09,17,new,13.1,24.53,3.1,4.2,6:18:51
1667,2024-02-14,15,old,30.1,38.3,4.9,3.6,12:05:03
1668,2024-02-20,12,new,34.5,22.07,3.7,4,17:43:12
1669,2024-01-25,9,old,25.3,61.05,4.9,4,11:55:20
1670,2024-02-10,13,old,16,34.94,4.1,5,17:00:02
1671,2024-01-23,12,new,12.5,22.96,3.4,4,11:35:22
1672,2024-01-09,20,old,29.7,57.98,3.6,4.5,14:40:48
1673,2024-02-14,9,new,33.8,29.69,4,4.6,9:51:49
1674,2024-02-12,15,new,34.1,8.11,4.9,4.6,10:45:29
1675,2024-01-09,16,old,29.6,78.62,4,4.8,13:33:38
1676,2024-01-01,8,old,21.4,66.37,3.2,4.8,4:53:31
1677,2024-02-07,9,new,30.2,51.38,4.1,4.8,3:00:51
1678,2024-01-03,19,old,17.6,44.93,4.7,3.8,17:32:45
1679,2024-02-11,17,old,12.5,23.48,4,3.6,4:11:25
1680,2024-02-11,3,old,19.1,48.1,4.6,4.2,21:36:53
1681,2024-02-12,5,new,1.3,67.35,3.9,4.2,13:15:53
1682,2024-02-11,8,old,30.3,17.59,4.1,4.6,0:03:04
1683,2024-01-12,5,old,18.4,22.68,3.4,3.6,18:11:32
1684,2024-01-16,6,old,22.7,87.62,4.1,4.5,12:30:16
1685,2024-01-04,19,old,22.7,31.68,4.6,3.9,11:05:57
1686,2024-01-27,19,new,5.5,41.61,3,4.1,13:13:09
1687,2024-01-27,3,old,17.2,33.74,4.9,3.8,13:45:13
1688,2024-02-28,17,old,19.2,22.78,4.7,3.9,6:59:34
1689,2024-01-18,8,new,34.6,39.08,4,4.7,0:31:03
1690,2024-02-19,2,new,10,30.47,3.7,3.6,11:31:10
1691,2024-01-14,2,old,8.9,46.31,4.6,3.6,10:18:30
1692,2024-02-22,19,old,12,7.06,4.3,4.6,20:39:11
1693,2024-01-17,10,old,1.5,87.84,3.4,4.7,9:52:28
1694,2024-01-19,14,new,28.2,66.38,4.6,4.5,19:46:36
1695,2024-01-10,19,new,31,34.69,3.5,4.3,18:18:07
1696,2024-02-12,12,old,21.6,41.78,4.3,4.9,18:18:31
1697,2024-01-11,20,new,33.9,59.77,4.1,4.2,15:46:45
1698,2024-01-20,9,old,10.5,42.96,4.7,4.8,13:38:11
1699,2024-02-28,1,new,7.4,72.05,4.6,3.9,12:07:35
1700,2024-01-18,13,new,29.6,70.29,4.1,4.9,13:04:59
1701,2024-01-14,17,new,5,76.5,4.2,4.8,6:56:11
1702,2024-02-14,3,new,27.9,21.13,3.7,4.3,17:44:31
1703,2024-02-22,7,old,13.7,63.09,3.4,3.7,9:11:08
1704,2024-01-18,14,old,23.7,44.02,4.6,3.5,12:19:30
1705,2024-01-29,15,new,10.4,20.97,3.6,4.9,16:46:22
1706,2024-02-26,1,new,2.6,6.48,3.7,3.8,10:12:42
1707,2024-01-07,18,new,5.1,43.41,4.1,4.7,17:38:45
1708,2024-01-22,7,old,4.2,38.68,4.2,3.7,16:55:19
1709,2024-02-08,12,new,20.3,67.57,4.1,3.8,20:47:49
1710,2024-02-02,19,new,23.9,41.12,4.9,3.5,12:20:34
1711,2024-01-12,18,old,29.4,56.17,3.7,4.5,21:06:40
1712,2024-01-06,19,old,10.4,71.23,3.7,4.3,5:17:46
1713,2024-01-25,8,new,18.5,5.08,4.5,4.1,5:58:04
1714,2024-01-14,14,old,2.4,47.71,4.9,4.9,15:24:30
1715,2024-01-31,15,new,22.7,22.81,4.8,3.8,23:02:47
1716,2024-01-16,8,new,19.2,39.29,3.2,4.6,10:02:58
1717,2024-02-10,6,old,28.2,7.05,3.1,3.8,8:39:51
1718,2024-01-15,5,old,6.8,49.62,4.4,3.7,19:01:18
1719,2024-02-25,19,new,5.4,68.53,4.5,4.4,8:32:42
1720,2024-01-06,15,old,18.3,37.84,4.4,4.9,22:50:39
1721,2024-01-08,12,new,15.1,11.63,3.6,3.8,16:20:22
1722,2024-01-13,13,old,33.1,51.79,4.6,3.9,8:56:47
1723,2024-01-31,9,old,12.1,32.73,4.4,4.8,3:43:03
1724,2024-01-19,8,new,26,22.72,4.8,4.9,0:48:06
1725,2024-01-08,1,old,6.9,5.5,4,3.8,17:00:47
1726,2024-02-02,16,new,12.6,82.65,5,4.8,4:15:34
1727,2024-01-10,15,new,22.1,42.46,4.8,3.9,20:32:46
1728,2024-01-27,14,old,30.7,7.16,3,3.8,16:47:32
1729,2024-02-02,4,new,15.4,35.28,3.9,3.7,8:05:20
1730,2024-02-26,1,new,11.4,67.77,3,3.9,12:52:55
1731,2024-01-19,3,old,32,30.91,4.3,4.7,13:22:03
1732,2024-02-10,19,old,11.9,67.78,4,4,23:42:32
1733,2024-02-07,17,new,27.2,57.01,3.5,4.7,20:18:56
1734,2024-02-23,4,new,11.5,78.04,4.4,4.1,11:10:44
1735,2024-02-14,3,old,22.1,47.95,4.6,4.6,21:45:45
1736,2024-01-25,10,new,26.4,51.41,3.4,4.1,6:45:52
1737,2024-01-20,12,new,1.5,42.2,4.5,3.9,7:51:54
1738,2024-01-20,7,old,14.9,20.49,4.1,4.1,15:27:29
1739,2024-01-29,17,old,17.5,38.95,4.8,3.8,14:06:43
1740,2024-01-10,9,old,8.3,70.81,4.2,4.9,0:34:46
1741,2024-01-12,16,new,13.7,64.3,3.6,4.9,5:51:26
1742,2024-01-23,9,old,11.5,55.35,4.8,4.9,18:13:15
1743,2024-01-12,6,new,5.8,28.19,4.9,4.2,22:42:34
1744,2024-01-04,6,old,16,25.55,3.7,4.2,21:16:55
1745,2024-02-09,3,old,30.6,19.5,5,4.8,8:59:18
1746,2024-01-12,20,old,4.3,72.46,3.9,4.7,20:25:24
1747,2024-01-19,17,old,26.7,52.17,4.1,4.6,14:25:56
1748,2024-01-03,3,new,29.4,58.74,3.2,3.8,0:24:36
1749,2024-02-01,6,new,21.9,69.51,4.4,3.6,16:33:16
1750,2024-01-20,6,old,14.7,29.22,4.6,4,3:11:24
1751,2024-01-24,9,new,11.6,62.8,4.1,4.3,18:03:32
1752,2024-02-20,2,new,34.5,54.02,4.1,5,5:45:58
1753,2024-02-18,17,old,28.5,78.28,4.1,4,10:21:30
1754,2024-01-24,7,old,22.4,78,3.3,4.4,23:55:46
1755,2024-01-19,1,new,27.5,55.41,3.2,4.5,16:42:13
1756,2024-01-08,19,old,22.7,73.83,4.6,4.7,9:43:10
1757,2024-01-04,4,new,19.1,19.94,4.4,4.2,12:57:17
1758,2024-02-11,18,new,26.7,26.64,4.7,4.3,6:58:40
1759,2024-02-22,20,new,21.7,72.32,4.7,4.9,5:31:31
1760,2024-01-25,9,old,32.8,86.38,4.1,5,20:18:30
1761,2024-02-03,19,old,1.2,64.29,4.9,4.4,10:05:11
1762,2024-01-09,12,old,28.7,40.64,3.8,4,18:07:44
1763,2024-01-15,14,old,31.8,22.25,4.8,4.9,7:36:43
1764,2024-01-01,15,old,19.2,86.37,3.7,5,3:22:36
1765,2024-02-25,1,old,14.9,45.46,3.6,3.6,19:47:06
1766,2024-02-03,16,old,32.7,88.73,4.3,3.8,17:15:33
1767,2024-02-11,8,new,30.5,22.54,4.4,3.8,16:47:41
1768,2024-02-09,5,old,21,67.17,4.4,4.1,21:31:26
1769,2024-02-09,3,new,17.1,33.93,3.8,4.2,0:18:34
1770,2024-01-13,18,new,14.6,7.94,4.9,4,17:27:23
1771,2024-02-05,20,old,5.4,26.24,4,4.3,21:39:00
1772,2024-01-30,9,old,11.4,57.97,4.6,3.7,4:06:56
1773,2024-01-18,2,new,31.1,19.94,3.5,3.8,6:14:43
1774,2024-01-25,20,new,17.4,5.36,4,4.7,21:28:03
1775,2024-01-19,6,new,6.3,61.53,4.7,3.7,18:12:56
1776,2024-02-25,1,new,2.1,20.65,3.7,3.8,0:16:36
1777,2024-02-16,2,old,6.6,70,3.1,4.8,3:37:40
1778,2024-01-07,9,old,31.5,44.4,3.9,4,21:12:30
1779,2024-02-04,7,old,10.6,21.25,4.1,3.6,10:05:43
1780,2024-01-22,10,new,7.4,17.17,4.2,3.9,18:22:02
1781,2024-02-15,11,new,33.7,87.23,4.7,4.4,8:23:21
1782,2024-01-21,20,new,17.2,38.23,3.3,4.5,16:26:22
1783,2024-02-14,9,new,12.8,14.43,3.8,4.6,23:45:54
1784,2024-02-05,16,new,11.9,55.17,3,3.6,7:19:23
1785,2024-02-20,7,new,23.4,33.98,4.5,3.9,10:13:14
1786,2024-01-25,1,old,3.9,23.31,3.5,4.6,23:36:48
1787,2024-01-31,13,new,11.4,27.54,4.4,3.8,22:06:47
1788,2024-01-15,20,old,9.5,14.46,3.8,4.3,19:41:43
1789,2024-02-02,15,new,1.3,48.75,4.4,3.9,5:55:53
1790,2024-02-07,12,old,8.4,52.29,3.5,4.9,15:10:24
1791,2024-01-21,1,old,2.3,53.04,3.7,4.6,4:04:29
1792,2024-02-17,3,new,5.5,11.94,3.7,3.5,10:24:56
1793,2024-02-17,5,new,12.6,89.85,3.1,4,1:57:35
1794,2024-01-29,4,old,20.9,10.85,5,4.9,11:07:09
1795,2024-02-01,3,old,26.3,60.89,3.9,4.2,2:02:40
1796,2024-01-15,18,new,33.4,74.63,3.6,4.3,14:50:41
1797,2024-02-10,11,new,6.3,15.83,3.5,4.3,22:01:22
1798,2024-01-19,1,new,26.4,65.01,3,3.9,10:54:50
1799,2024-02-13,15,old,31.8,87.89,3,3.9,21:33:08
1800,2024-01-07,10,old,6,34.92,3.3,3.8,14:53:10
1801,2024-01-03,9,new,23.2,67.66,3.1,3.5,3:19:47
1802,2024-02-06,1,new,24.2,25.7,4,4.2,2:55:58
